Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
D. Joseph,On the photochemistry of IONO<inf>2</inf>: Absorption cross section (240-370 nm) and photolysis product yields at 248 nm,2007,Physical Chemistry Chemical Physics,,Article,10.1039/b709465e,11,59,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10870
E. Tsuchida,Iron-ligand bonding properties of synthetic iron-porphyrin complexes with oxygen transporting ability in aqueous media,1987,"Journal of the Chemical Society, Dalton Transactions",,Article,10.1039/DT9870002455,10,60,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10871
Y. Liu,Photosynthetic characteristics of two plagiomnium mosses in summer and winter,2001,"Ying yong sheng tai xue bao = The journal of applied ecology / Zhongguo sheng tai xue xue hui, Zhongguo ke xue yuan Shenyang ying yong sheng tai yan jiu suo zhu ban",,Article,,10,61,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10872
T. Kulova,Lithium intercalation into nanostructured films based on oxides of tin and titanium,2004,Russian Journal of Electrochemistry,,Article,10.1023/B:RUEL.0000023936.13222.6f,8,65,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10876
N. Singh,"Synthesis, characterization and electrical conductivities of some transition metal complexes of N-benzoyl-N′-p-hydroxythiobenzhydrazine",2004,"Indian Journal of Chemistry - Section A Inorganic, Physical, Theoretical and Analytical Chemistry",,Article,,8,66,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10877
A. Lvov,Photochromic diarylethene ligands featuring 2-(imidazol-2-yl)pyridine coordination site and their iron(II) complexes,2019,Beilstein Journal of Organic Chemistry,,Article,10.3762/bjoc.15.235,5,69,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10880
Ruchika,Effect of salicylic acid pre-treatment after long-term desiccation in the moss syntrichia ruralis (HEDW.) web. and MOHR,2020,Plants,,Article,10.3390/plants9091097,4,72,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,syntrichia--chlorophyll,syntrichia--chlorophyll,syntrichia--light,syntrichia--photosystem,syntrichia--quantumyield",10883
K. Kydralieva,Characterization and bioactivity of magnetite-based nanocomposites,2021,Materials Today: Proceedings,https://api.elsevier.com/content/article/eid/1-s2.0-S2214785320339420,Conference Paper,10.1016/j.matpr.2020.05.363,4,73,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10884
M. Zafari,Effect of seed inoculation on alfalfa tolerance to water deficit stress,2017,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,,Article,10.15835/nbha45110424,4,74,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10885
R. Ostruszka,Facile One-Pot Green Synthesis of Magneto-Luminescent Bimetallic Nanocomposites with Potential as Dual Imaging Agent,2023,Nanomaterials,,Article,10.3390/nano13061027,3,76,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10887
T. Liu,"Influence of Pb<sup>2+</sup>, Zn<sup>2+</sup>stress on the chlorophyll content and photosynthetic fluorescence characteristics of epiphytic moss Homaliodendron montagneanum (C. Muell.) Fleisch",2017,Chinese Journal of Ecology,,Article,10.13292/j.1000-4890.201707.010,3,77,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10888
P. Świsłowski,Comparison of Exposure Techniques and Vitality Assessment of Mosses in Active Biomonitoring for Their Suitability in Assessing Heavy Metal Pollution in Atmospheric Aerosol,2022,Environmental Toxicology and Chemistry,,Article,10.1002/etc.5321,2,78,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,pleurozium--chlorophyll,pleurozium--chlorophyll,pleurozium--photosystem,pleurozium--quantumyield,sphagnum--chlorophyll,sphagnum--chlorophyll,sphagnum--photosystem,sphagnum--quantumyield",10889
L. Koss,Modern diagnostic methods and technological principles of fabrication of bioresistant ceramic materials,2018,Voprosy Khimii i Khimicheskoi Tekhnologii,,Article,,1,85,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10896
V. Alpatov,A setup for detection of mössbauer self-absorption of γ-quanta of a <sup>109m</sup>Ag long-lived isomer,1997,Instruments and Experimental Techniques,,Article,,1,87,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10898
E.A. Gabilondo,Unveiling Stability Factors in Sn(II)-Containing Oxides: Discovery of a Polar Tin Titanate and Photocatalytic Activity for Overall Water Splitting,2024,Chemistry of Materials,,Article,10.1021/acs.chemmater.4c00929,0,89,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10900
L.M.F. de Castro,Solution Combustion Synthesis of New Composites Based on Iron Oxide and Mango Waste for Heterogeneous Photocatalysis with UV and Solar Radiation,2024,Waste and Biomass Valorization,,Article,10.1007/s12649-024-02511-6,0,90,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10901
Y. Lü,Comparative Response of Arbuscular Mycorrhizal Fungi versus Endophytic Fungi in Tangor Citrus: Photosynthetic Efficiency and P-Acquisition Traits,2024,Horticulturae,,Article,10.3390/horticulturae10020145,0,91,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10902
M. Kumar,On the nature of different iron sites and their catalytic role in Fe-ZSM-5 DeNO<inf>x</inf> catalysts: New insights by a combined EPR and UV/VIS spectroscopic approach,2004,Journal of Catalysis,https://api.elsevier.com/content/article/eid/1-s2.0-S0021951704003872,Article,10.1016/j.jcat.2004.08.003,403,2,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10909
I.B. Beech,Recent advances in the study of biocorrosion - An overview,1999,Revista de Microbiologia,,Review,10.1590/s0001-37141999000300001,310,3,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10910
W.T. Doyle,Optical properties of a suspension of metal spheres,1989,Physical Review B,,Article,10.1103/PhysRevB.39.9852,310,4,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10911
G. Sanon,Band-gap narrowing and band structure in degenerate tin oxide (SnO2) films,1991,Physical Review B,,Article,10.1103/PhysRevB.44.5672,213,12,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--scattering,moss*--reflectance,moss*--reflectance,moss*--scattering",10919
J. Park,"Charge Delocalization and Bulk Electronic Conductivity in the Mixed-Valence Metal-Organic Framework Fe(1,2,3-triazolate) <inf>2</inf> (BF <inf>4</inf> ) <inf>x</inf>",2018,Journal of the American Chemical Society,,Article,10.1021/jacs.8b03696,153,16,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10923
V. Kumar,Optical and photocatalytic properties of heavily F<sup>-</sup>-doped SnO<inf>2</inf> nanocrystals by a novel single-source precursor approach,2011,Inorganic Chemistry,,Article,10.1021/ic2003436,133,19,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10926
N. Merino,"Synthesis, characterisation, catalytic activity and structural stability of LaCo<inf>1-y</inf>Fe<inf>y</inf>O<inf>3±λ</inf> perovskite catalysts for combustion of ethanol and propane",2006,Journal of Catalysis,https://api.elsevier.com/content/article/eid/1-s2.0-S0021951706001114,Article,10.1016/j.jcat.2006.03.020,131,21,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10928
M. Ding,Study on reduction and carburization behaviors of iron phases for iron-based Fischer-Tropsch synthesis catalyst,2015,Applied Energy,https://api.elsevier.com/content/article/eid/1-s2.0-S0306261914012999,Article,10.1016/j.apenergy.2014.12.042,122,22,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10929
N. Pailhé,"Correlation between structural features and vis-NIR spectra of α-Fe<inf>2</inf>O<inf>3</inf> hematite and AFe<inf>2</inf>O<inf>4</inf> spinel oxides (A=Mg, Zn)",2008,Journal of Solid State Chemistry,https://api.elsevier.com/content/article/eid/1-s2.0-S0022459608000741,Article,10.1016/j.jssc.2008.02.009,117,24,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10931
R.V. Morris,"Pigmenting agents in martian soils: Inferences from spectral, Mössbauer, and magnetic properties of nanophase and other iron oxides in Hawaiian palagonitic soil PN-9",1993,Geochimica et Cosmochimica Acta,https://api.elsevier.com/content/article/eid/1-s2.0-001670379390185Y,Article,10.1016/0016-7037(93)90185-Y,117,25,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10932
M. Ginzburg,"Genesis of nanostructured, magnetically tunable ceramics from the pyrolysis of cross-linked polyferrocenylsilane networks and formation of shaped macroscopic objects and micron scale patterns by micromolding inside silicon wafers",2002,Journal of the American Chemical Society,,Article,10.1021/ja0107273,115,26,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10933
B. Hapke,The cause of the hot spot in vegetation canopies and soils: Shadow-hiding versus coherent backscatter,1996,Remote Sensing of Environment,https://api.elsevier.com/content/article/eid/1-s2.0-003442579500257X,Article,10.1016/0034-4257(95)00257-X,115,27,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--scattering,moss*--reflectance,moss*--reflectance,moss*--scattering",10934
W. Quayle,"Synthesis and Spectroscopic Properties of Divalent and Trivalent Tris(2,2′-bipyridine)iron Complexes in Zeolite Y",1982,Inorganic Chemistry,,Article,10.1021/ic00136a020,110,28,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10935
J.L. Ortiz-Quiñonez,"Easy synthesis of high-purity BiFeO<inf>3</inf> nanoparticles: New insights derived from the structural, optical, and magnetic characterization",2013,Inorganic Chemistry,,Article,10.1021/ic400627c,109,29,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--scattering,moss*--reflectance,moss*--reflectance,moss*--scattering",10936
N. Pailhé,Impact of structural features on pigment properties of α-Fe <inf>2</inf>O<inf>3</inf> haematite,2008,Journal of Solid State Chemistry,https://api.elsevier.com/content/article/eid/1-s2.0-S0022459608003393,Article,10.1016/j.jssc.2008.06.049,108,31,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10938
Y. Caglar,"Sol-gel derived nanostructure undoped and cobalt doped ZnO: Structural, optical and electrical studies",2013,Journal of Alloys and Compounds,https://api.elsevier.com/content/article/eid/1-s2.0-S0925838813001266,Article,10.1016/j.jallcom.2013.01.080,106,32,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10939
P. Shah,Synthesis and characterization of tin oxide-modified mesoporous SBA-15 molecular sieves and catalytic activity in trans-esterification reaction,2004,Applied Catalysis A: General,https://api.elsevier.com/content/article/eid/1-s2.0-S0926860X04005988,Article,10.1016/j.apcata.2004.06.039,103,34,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10941
O. Sonnentag,Mapping tree and shrub leaf area indices in an ombrotrophic peatland through multiple endmember spectral unmixing,2007,Remote Sensing of Environment,https://api.elsevier.com/content/article/eid/1-s2.0-S0034425707000375,Article,10.1016/j.rse.2007.01.010,102,35,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus,google,google,google,google,google,google,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance,peat--leafarea,peat--leafarea,peat--reflectance,peat--scattering,sphagnum--leafarea,sphagnum--leafarea,sphagnum--leafarea,sphagnum--reflectance",10942
K. Huemmrich,Vegetation canopy PAR absorptance and NDVI: An assessment for ten tree species with the SAIL model,1997,Remote Sensing of Environment,https://api.elsevier.com/content/article/eid/1-s2.0-S0034425797000424,Article,10.1016/S0034-4257(97)00042-4,98,37,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--scattering,moss*--reflectance,moss*--reflectance,moss*--scattering",10944
J. Barrett,The Mössbauer effect in tin(II) compounds. Part XI. The spectra of cubic trihalogenostannates(II),1971,"Journal of the Chemical Society A: Inorganic, Physical, and Theoretical Chemistry",,Article,10.1039/J19710003105,97,39,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10946
L. Gupta,Band gap narrowing and the band structure of tin-doped indium oxide films,1989,Thin Solid Films,https://api.elsevier.com/content/article/eid/1-s2.0-0040609089903611,Article,10.1016/0040-6090(89)90361-1,96,40,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--scattering,moss*--reflectance,moss*--reflectance,moss*--scattering",10947
T. Kawabata,Iron-containing MCM-41 catalysts for Baeyer-Villiger oxidation of ketones using molecular oxygen and benzaldehyde,2005,Journal of Molecular Catalysis A: Chemical,https://api.elsevier.com/content/article/eid/1-s2.0-S1381116905002372,Article,10.1016/j.molcata.2005.03.027,94,41,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10948
J. Kurian,"Structural, optical and magnetic studies of CuFe<inf>2</inf>O<inf>4</inf>, MgFe<inf>2</inf>O<inf>4</inf> and ZnFe<inf>2</inf>O<inf>4</inf> nanoparticles prepared by hydrothermal/solvothermal method",2018,Journal of Magnetism and Magnetic Materials,https://api.elsevier.com/content/article/eid/1-s2.0-S0304885317321364,Article,10.1016/j.jmmm.2017.10.124,92,42,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10949
M. Hirano,Direct formation of iron(III)-doped titanium oxide (anatase) by thermal hydrolysis and its structural property,2004,Journal of the American Ceramic Society,,Article,10.1111/j.1151-2916.2004.tb19941.x,92,43,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10950
P. Shah,Direct hydrothermal synthesis of mesoporous Sn-SBA-15 materials under weak acidic conditions,2007,Microporous and Mesoporous Materials,https://api.elsevier.com/content/article/eid/1-s2.0-S1387181106004653,Article,10.1016/j.micromeso.2006.10.042,91,44,2024-07-01 13:51:52,"scopus,scopus,scopus,scopus","moss*--reflectance,moss*--reflectance,moss*--reflectance,moss*--reflectance",10951
