Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
"AK Betts, RL Desjardins, D Worth","Impact of agriculture, forest and cloud feedback on the surface energy budget in BOREAS",2007,Agricultural and Forest Meteorology,https://www.sciencedirect.com/science/article/pii/S0168192306002875,,,78,68,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70267
"PA Bartlett, MD MacKay, DL Verseghy",Modified snow algorithms in the Canadian land surface scheme: Model runs and sensitivity analysis at three boreal forest stands,2006,Atmosphere-Ocean,https://www.tandfonline.com/doi/abs/10.3137/ao.440301,,10.3137/ao.440301,166,69,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70268
"JS Kimball, MA White…",BIOME‐BGC simulations of stand hydrologic processes for BOREAS,1997,Journal of Geophysical …,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/97JD02235,,10.1029/97JD02235,144,70,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--conductance,pleurozium--albedo,pleurozium--albedo,pleurozium--conductance",70269
AV Requardt,Climate effects of managed boreal forests,2023,,https://stud.epsilon.slu.se/19427/,,,0,71,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70270
"IN Bezkorovaynaya, PA Tarasov, IG Gette…","Influence of fire on soil temperatures of pine forests of the middle taiga, central Siberia, Russia",2021,Journal of Forestry …,https://link.springer.com/article/10.1007/s11676-020-01186-8,,10.1007/s11676-020-01186-8,7,72,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70271
"T Morishita, K Noguchi, Y Kim…","CO2, CH4 and N2O fluxes of upland black spruce (Picea mariana) forest soils after forest fires of different intensity in interior Alaska",2015,Soil science and plant …,https://www.tandfonline.com/doi/abs/10.1080/00380768.2014.963666,,10.1080/00380768.2014.963666,31,74,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70273
"T Vowles, B Gunnarsson, U Molau, T Hickler…",Expansion of deciduous tall shrubs but not evergreen dwarf shrubs inhibited by reindeer in Scandes mountain range,2017,Journal of …,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.12753,,10.1111/1365-2745.12753,77,76,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--height,pleurozium--albedo,pleurozium--albedo,pleurozium--height",70275
"S Huang, S Jin, D Dahal, X Chen, C Young…",Reconstructing satellite images to quantify spatially explicit land surface change caused by fires and succession: A demonstration in the Yukon River Basin of interior …,2013,ISPRS journal of …,https://www.sciencedirect.com/science/article/pii/S0924271613000531,,,18,78,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance,pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance",70277
"CR Lloyd, RJ Harding, T Friborg, M Aurela",Surface fluxes of heat and water vapour from sites in the European Arctic,2001,Theoretical and Applied …,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s007040170003&casa_token=L2mVt1B-sEYAAAAA:7nE0mRo5ZS7ODKwZC42uV7sNr1L8rD2mZaNU93RhyWqPBAtp1_3ZuTHgWBxYM_UJ_4iOsJXuLP6mu4BG7UE,,10.1007/s007040170003,54,79,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,sphagnum--albedo,sphagnum--albedo",70278
"J Holden, SM Palmer, K Johnston…",Impact of prescribed burning on blanket peat hydrology,2015,Water Resources …,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1002/2014WR016782,,10.1002/2014WR016782,55,81,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--bulkdensity,pleurozium--albedo,pleurozium--albedo,pleurozium--bulkdensity",70280
"M Aurela, T Laurila, JP Tuovinen",Seasonal CO2 balances of a subarctic mire,2001,Journal of Geophysical …,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2000JD900481,,10.1029/2000JD900481,138,83,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70282
Y Bergeron,"Marine Pacé, Nicole J. Fenton, David Paré, Franck OP Stefani, Hugues B. Massicotte, Linda E. Tackaberry &",NA,,,CITATION,,0,85,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--phosphorus,pleurozium--albedo,pleurozium--albedo,pleurozium--phosphorus",70284
"JS Kimball, PE Thornton, MA White…",Simulating forest productivity and surface–atmosphere carbon exchange in the BOREAS study region,1997,Tree …,https://academic.oup.com/treephys/article-abstract/17/8-9/589/1691937,,,214,86,2024-07-12 10:07:33,"google,google,google,google,google,google,google,google,google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--carboxylation,pleurozium--conductance,pleurozium--electrontransport,pleurozium--rubisco,pleurozium--waterpotential,pleurozium--albedo,pleurozium--albedo,pleurozium--carboxylation,pleurozium--conductance,pleurozium--electrontransport,pleurozium--rubisco,pleurozium--waterpotential",70285
"C Dally-Bélanger, F Girard",Comparative Ecophysiology of Black Spruce between Lichen Woodlands and Feathermoss Stands in Eastern Canada,2022,Forests,https://www.mdpi.com/1999-4907/13/4/491,HTML,,0,87,2024-07-12 10:07:33,"google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--carboxylation,pleurozium--conductance,pleurozium--electrontransport,pleurozium--leafarea,pleurozium--rubisco,pleurozium--albedo,pleurozium--albedo,pleurozium--carboxylation,pleurozium--conductance,pleurozium--electrontransport,pleurozium--leafarea,pleurozium--rubisco,sphagnum--rubisco,sphagnum--rubisco",70286
"AE Clarke, R Rimgailė-Voicik, R Paškauskas…",δ13C in above-ground and below-ground organs of Spinulum annotinum (Lycopodiaceae),2022,Flora,https://www.sciencedirect.com/science/article/pii/S0367253022001165,,,1,89,2024-07-12 10:07:33,"google,google,google,google,google,google,google,google,google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--carboxylation,pleurozium--conductance,pleurozium--functionaltrait,pleurozium--leafarea,pleurozium--rubisco,pleurozium--albedo,pleurozium--albedo,pleurozium--carboxylation,pleurozium--conductance,pleurozium--functionaltrait,pleurozium--leafarea,pleurozium--rubisco",70288
"M Middleton, P Närhi, ML Sutinen, R Sutinen",Object based change detection of historical aerial photographs reveals altitudinal forest expansion,2008,Proceedings of the GEOBIA …,https://www.isprs.org/PROCEEDINGS/XXXVIII/4-C1/Sessions/Session4/6791_middleton_Proc_pap.pdf,PDF,,15,90,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance,pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance",70289
"H Liu, JT Randerson",Interannual variability of surface energy exchange depends on stand age in a boreal forest fire chronosequence,2008,Journal of Geophysical Research …,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2007JG000483,,10.1029/2007JG000483,96,91,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70290
"M Aurela, A Lohila, JP Tuovinen, J Hatakka, T Penttilä…",Carbon dioxide and energy flux measurements in four northern-boreal ecosystems at Pallas,2015,,https://jukuri.luke.fi/bitstream/handle/10024/518910/Aurela.pdf?sequence=1,PDF,,70,92,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70291
"E Kaarlejärvi, KS Hoset, J Olofsson",Mammalian herbivores confer resilience of A rctic shrub‐dominated ecosystems to changing climate,2015,Global Change Biology,https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.12970,,10.1111/gcb.12970,63,93,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70292
"PG Jarvis, B Saugier, ED Schulze",Productivity of boreal forests,2001,Terrestrial global productivity,https://books.google.com/books?hl=en&lr=&id=AhGl0iA74kwC&oi=fnd&pg=PA211&dq=pleurozium+albedo&ots=fQ5xVQrbRs&sig=Bc_mnpV82CXdj6K-WlHQZ5pkn9w,,,66,94,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70293
"Q Yu, H Epstein, D Walker",Land Surface Dynamics in Northwest Siberia Based on Multi-temporal and Multi-sensor Data and Indication for Permafrost Processes,NA,,,CITATION,,0,96,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70295
"M Larjavaara, F Berninger, M Palviainen…",Post-fire carbon and nitrogen accumulation and succession in Central Siberia,2017,Scientific Reports,https://www.nature.com/articles/s41598-017-13039-2,HTML,,17,97,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70296
FE Wielgolaski,"IBP tundra studies, Hardangervidda, Norway",1970,Tundra Biome Working Meeting on Analysis of …,,CITATION,,3,98,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--waterpotential,pleurozium--albedo,pleurozium--albedo,pleurozium--waterpotential",70297
DR Foster,The history and pattern of fire in the boreal forest of southeastern Labrador,1983,Canadian Journal of Botany,https://cdnsciencepub.com/doi/abs/10.1139/b83-269,,10.1139/b83-269,281,99,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70298
"J Seppänen, J Kainulainen, J Heiskanen…",Measurements of boreal coniferous forest soil and humus with an airborne radiometer,2016,IEEE Journal of …,https://ieeexplore.ieee.org/abstract/document/7433975/,,,6,100,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--scattering,pleurozium--albedo,pleurozium--albedo,pleurozium--scattering",70299
"CA Russell, JR Irons…",Bidirectional reflectance of selected BOREAS sites from multiangle airborne data,1997,Journal of Geophysical …,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/96JD03880,,10.1029/96JD03880,32,102,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance,pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance",70301
"RK Chakrabarty, H Moosmüller…",Brown carbon in tar balls from smoldering biomass combustion,2010,Atmospheric …,https://acp.copernicus.org/articles/10/6363/2010/,,,489,104,2024-07-12 10:07:33,"google,google,google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance,pleurozium--scattering,pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance,pleurozium--scattering",70303
"DV Karelin, DG Zamolodchikov, AV Shilkin…",The effect of tree mortality on CO2 fluxes in an old-growth spruce forest,2021,European Journal of …,https://link.springer.com/article/10.1007/s10342-020-01330-3,,10.1007/s10342-020-01330-3,30,105,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70304
"RL McKenzie, PJ Aucamp, AF Bais, LO Björn…",Changes in biologically-active ultraviolet radiation reaching the Earth's surface,2007,Photochemical & …,https://pubs.rsc.org/en/content/articlehtml/2007/pp/b700017k?casa_token=7_pAJZ5yWbkAAAAA:golg1uPMJUD4Ap2rnXWxH2QPMMnbSt-Ss3savH6nDKuUBewCgKSNXJyakvrJPyNTkfFPR_-MEB_iIFCQ,HTML,,456,107,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70306
"CA Barker, BD Amiro, H Kwon…",Evapotranspiration in intermediate‐aged and mature fens and upland black spruce boreal forests,2009,"… , Land and Water …",https://onlinelibrary.wiley.com/doi/abs/10.1002/eco.74,,10.1002/eco.74,26,108,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,sphagnum--albedo,sphagnum--albedo",70307
IS Korpela,Mapping of understory lichens with airborne discrete-return LiDAR data,2008,Remote Sensing of Environment,https://www.sciencedirect.com/science/article/pii/S0034425708002150,,,100,109,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance,pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance",70308
"AK Betts, P Viterbo, ACM Beljaars…",Impact of BOREAS on the ECMWF forecast model,2001,Journal of …,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2001JD900056,,10.1029/2001JD900056,53,110,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70309
"Q Yu, HE Epstein, R Engstrom…",Land cover and land use changes in the oil and gas regions of Northwestern Siberia under changing climatic conditions,2015,Environmental …,https://iopscience.iop.org/article/10.1088/1748-9326/10/12/124020/meta,,10.1088/1748-9326/10/12/124020,55,111,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance,pleurozium--albedo,pleurozium--albedo,pleurozium--reflectance",70310
"A Osawa, T Kajimoto",Development of stand structure in larch forests,2010,Permafrost Ecosystems: Siberian Larch Forests,https://link.springer.com/chapter/10.1007/978-1-4020-9693-8_7,,10.1007/978-1-4020-9693-8_7,13,114,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70313
"TJ Williams, WL Quinton",Modelling incoming radiation on a linear disturbance and its impact on the ground thermal regime in discontinuous permafrost,2013,Hydrological Processes,https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.9792,,10.1002/hyp.9792,25,115,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--waterpotential,pleurozium--albedo,pleurozium--albedo,pleurozium--waterpotential",70314
"ED Lapshina, SN Kirpotin",Natural dynamics of sub-arctic landscapes in the west siberian plain as indicator of global changes of climate,2003,… KORUS 2003.(IEEE Cat. No. 03EX737 …,https://www.researchgate.net/profile/Sergey-Kirpotin-2/publication/4029087_Natural_dynamics_of_sub-arctic_landscapes_in_the_west_siberian_plain_as_indicator_of_global_changes_of_climate/links/5d9eca94458515df0ae8bed5/Natural-dynamics-of-sub-arctic-landscapes-in-the-west-siberian-plain-as-indicator-of-global-changes-of-climate.pdf,PDF,,1,117,2024-07-12 10:07:33,"google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--albedo,pleurozium--albedo",70316
"S Roturier, S Ollier, LE Nutti, U Bergsten, H Winsa",Restoration of reindeer lichen pastures after forest fire in northern Sweden: Seven years of results,2017,Ecological Engineering,https://www.sciencedirect.com/science/article/pii/S0925857417304081,,,24,118,2024-07-12 10:07:33,"google,google,google,google,google,google","pleurozium--albedo,pleurozium--albedo,pleurozium--functionaltrait,pleurozium--albedo,pleurozium--albedo,pleurozium--functionaltrait",70317
